ประเภษ,THP,USP,EUHM,รายการโรค,Test 70,Test 40,Test 80,ซื่อวัตถุ,ชื่อวิทยาศาสตร์ ,ซื่อวงศ์/อื่น,ลักษณะและชนิด,ส่วนที่ใช้,เย็น,ร้อน,สขุม,ฝาด,หวาน,ขม,เผ็ด,มัน,หอม,เค็ม,เปรี้ยว,เมา,เบื่อ,จืด,อื่น,สรรพคุณ,สารสาคัญและฤทธิ์ทางเภสัชวิทยา,วิธีใช้,ข้อห้าม หรือ ควรระวัง,ฮื่นๆ,MEdchinA
สมุนไพร,,,,อาการไอ ระคายคอจากเสมหะ,,,,มะขามป้อม,Phyllanthus emblica,,เนื้อผลแก่สดครั้งละประมาณ 2-3 ผล โขลกพอแหลกแทรกเกลือเล็กน้อยอมหรือเคี้ยว รับประทาน วันละ 3-4 ครั้ง,ผลสด,,,,●,●,●,,,,,,,,,,บำรุงเนื้อหนังให้สมบูรณ์,,เนื้อผลแก่สดครั้งละประมาณ 2-3 ผล โขลกพอแหลกแทรกเกลือเล็กน้อยอมหรือเคี้ยว รับประทาน วันละ 3-4 ครั้ง,,,
สมุนไพร,,,,,,,,กระเจี้ยบแดง,Hibiscus sabdariffa L.,"RED SORREL, ROSELLE",,ใบ,,,,,,,,,,,●,,,,,กัดเสลด ทำให้โลหิตโหลเวียนด,,,,,
สมุนไพร,,,,ชันนะตุ,●,,,มะคำดีควาย,Sapindus rarak,,เอาผลประมาณ 5 ผลทุบพอแตก ต้ม กับน้ำประมาณ 1 ถ้วยทาที่หนัง ศีรษะบริเวณที่เป็น วันละ 2 ครั้ง เช้า-เย็นจนกว่าจะหาย หรือใช้ผล 1 ผลแกะเอาแต่เนื้อมาตีกับน้ำจนเกิดฟอง แล้วนำมาสระผมเด็ก วันละ 1 ครั้ง จนกว่าจะหาย,ผลแก่,,,,,,●,,,,,,,,,,แก้กาฬภายใน ดับพิษ บำรุงน้ำดี ศีรษะเด็ก แก้หวัดคัดจมูก,,เอาผลประมาณ 5 ผลทุบพอแตก ต้ม กับน้ำประมาณ 1 ถ้วยทาที่หนัง ศีรษะบริเวณที่เป็น วันละ 2 ครั้ง เช้า-เย็นจนกว่าจะหาย หรือใช้ผล 1 ผลแกะเอาแต่เนื้อมาตีกับน้ำจนเกิดฟอง แล้วนำมาสระผมเด็ก วันละ 1 ครั้ง จนกว่าจะหาย,,,
สมุนไพร,,,,ท้องผูก,●,,,มะขามแขก,Cassia angustifolia,,ใช้ใบแห้ง 3-10 กรัม ต้มกับน้ำดื่ม หรือใช้วิธีบดเป็นผงชงน้ำดื่ม ข้อห้าม : ผู้หญิงท้องหรือมีประจำเดือนห้ามรับประทาน,ใบ,,,,,,,,,,,●,,,,,แก้ท้องผูก ระบายท้อง แก้ริสีดวงทวาร,"มีสารกลุ่มแอนทราควิโนนหลายชนิดเช่น Sennoside A, B, C และ D, Emodin, Rhein เป็นต้น มีฤทธิ์กระตุ้น การบีบตัว ของลำไส",ใช้ใบแห้ง 3-10 กรัม ต้มกับน้ำดื่ม หรือใช้วิธีบดเป็นผงชงน้ำดื่ม,ผู้หญิงท้องหรือมีประจำเดือนห้ามรับประทาน,,
สมุนไพร,,,,อาการไอ ระคายคอจากเสมหะ,●,,,มะขามป้อม,Phyllanthus emblica,,เนื้อผลแก่สดครั้งละประมาณ 2-3 ผล โขลกพอแหลกแทรกเกลือเล็กน้อยอมหรือเคี้ยว รับประทาน วันละ 3-4 ครั้ง,ผลแก่,,,,●,,●,,,,,●,,,,,แก้ไข้เจือลม แก้เสมหะ ทำให้ชุ่มคอ,,เนื้อผลแก่สดครั้งละประมาณ 2-3 ผล โขลกพอแหลกแทรกเกลือเล็กน้อยอมหรือเคี้ยว รับประทาน วันละ 3-4 ครั้ง,,,
สมุนไพร,,,,โรคพยาธิลำไส้,●,,,มะหาด,Artocarpus lakoocha,,,แก่น ปวก หาด,,●,,,,,,,,,,●,●,,,แก้ลมแกกระษัย ละลายเลือด แก้เส้นเอ็นพิการ ขับพยาธิ ไส้เอน พยาธิเส้นด้าย พยาธิตัวตืด,"ผงปวกหาดมีสารสำคัญ 2, 4, 3, 5-tetrahydroxystibene มีฟทธิ์ขับพยาธิตัวตืดไดดี",นำปวกหาดมาบดให้ละเอียด รับประทานกับน้ำสุกเย็น ครั้งละ 1-2 ช้อนชา(3-5 กรัม) ก่อนอาหารเช้า หลังรับประทานปวกหาด 2 ชั่วโมงให้รับประทานยาระบายตามไปใช้ถ่ายพยาธิตัวตืดและพยาธิไส้เดือน,,,
สมุนไพร,,,,ท้องเสีย,,,,มังคุด,Garcinia mangostana,,เปลือกผลแห้ง ประมาณครึ่งผลย่างไฟให้เกรียม ฝนกับน้ำปูนใสประมาณครึ่งแก้ว หรือบดเป็นผงละลายน้ำข้าว หรือน้ำสุกดื่มทุก 2 ชั่วโมง,เปลือกผลแห้ง,,,,,,,,,,,,,,,,,เปลือกผลมีแทนนิน 8.75-10.5 % มีฟทธิ์แก้อาการท้องเดิน/สมานแผล/ฆ่าเชิ้อแบคทีเรีย,เปลือกผลแห้ง ประมาณครึ่งผลย่างไฟให้เกรียม ฝนกับน้ำปูนใสประมาณครึ่งแก้ว หรือบดเป็นผงละลายน้ำข้าว หรือน้ำสุกดื่มทุก 2 ชั่วโมง,,,
สมุนไพร,,,,ท้องผูก,●,,,มะขามแขก,Cassia angustifolia,,ใช้ใบแห้ง 3-10 กรัม ต้มกับน้ำดื่ม หรือใช้วิธีบดเป็นผงชงน้ำดื่ม ข้อห้าม : ผู้หญิงท้องหรือมีประจำเดือนห้ามรับประทาน,ฝักแห้ง,,,,,,,,,,,●,,,,,แก้ท้องผูก ระบายท้อง แก้ริสีดวงทวาร,"มีสารกลุ่มแอนทราควิโนนหลายชนิดเช่น Sennoside A, B, C และ D, Emodin, Rhein เป็นต้น มีฤทธิ์กระตุ้น การบีบตัว ของลำไส",ใช้ใบแห้ง 3-10 กรัม ต้มกับน้ำดื่ม หรือใช้วิธีบดเป็นผงชงน้ำดื่ม,ผู้หญิงท้องหรือมีประจำเดือนห้ามรับประทาน,,
สมุนไพร,,,,ท้องผูก,,,,แมงลัก,Ocimum basilim,Basil Seed,,เมล็ดแมงลักแก่,,,,,,,,,,,,,,,,เมื่อรับประทานจะทำให้ถ่ายอุจจาระสะดวก เพราะเมือกขาวำให้ลื่น อุจจาระไม่เกาะลำไส,,เมล็ดแมงลัก 1-2 ช้อนชา ล้างน้ำให้สะอาด แช่น้ำอุ่น 1 แก้วจนพองตัวเต็มที่ รับประทานก่อนนอน เมล็ดแมงลักเมื่อแช่น้ำแล้วจะพองเป็นเยื่อขาวโตและเป็นเมือก,,,
สมุนไพร,,,,คลื่นไส้อาเจียน,,,,ยอ,Morinda citrifolia,Noni,ผลดิบหรือผลห่ามสด ย่างหรือคั่วไฟอ่อนๆ ให้เหลืองกรอบ ต้มหรือชงน้ำดื่มใช้ครั้งละประมาณ 2 กำมือ น้ำที่ได้จิบทีละน้อยและบ่อยๆ ครั้ง,ผลดิบหรือผลห่ามสด,,,,,,,,,,,,,,,,,"Asperuloside, Caproic acid, Caprylic acid เป็นต้นผลยอดิบมีฟทธิ์ในการรักษาอาการคลื่นไส้ อาเจียน",ผลดิบหรือผลห่ามสด ย่างหรือคั่วไฟอ่อนๆ ให้เหลืองกรอบ ต้มหรือชงน้ำดื่มใช้ครั้งละประมาณ 2 กำมือ น้ำที่ได้จิบทีละน้อยและบ่อยๆ ครั้ง,,,
สมุนไพร,,,,ไข้,,,,ย่านาง,Limacia triandra,,รากแห้งครั้งละ 1 กำมือ ต้ม กับน้ำดื่มก่อนอาหารวันละ 3 ครั้ง,รากแห้ง,,,,,,,,,,,,,,,,แก้ไข้ทุกชนิด,,รากแห้งครั้งละ 1 กำมือ ต้ม กับน้ำดื่มก่อนอาหารวันละ 3 ครั้ง,,,
สมุนไพร,,,,โรคพยาธิลำไส้,,,,เล็บมือนาง,Quisqualis indica,,เมล็ดเล็บมือนาง เด็กใช้ 2-3 เมล็ด ผู้ใหญ่ใช้ 5-7 เมล็ด ทุบพอแตก ต้มเอาน้ำดื่มหรือหั่นทอดกับไข่รับประทาน,เมล็ด,,,,,,,,,,,,,,,,,เมล็ดเล็บมือนางมีสาร Quisqualic acid ซ่งมีฟทธิ์ขับพยาธิและระบาย,เมล็ดเล็บมือนาง เด็กใช้ 2-3 เมล็ด ผู้ใหญ่ใช้ 5-7 เมล็ด ทุบพอแตก ต้มเอาน้ำดื่มหรือหั่นทอดกับไข่รับประทาน,อาจทำให้เกิดอาการข้างเคียง คลื่นไส้ อาเจียน ท้องเดิน,,
สมุนไพร,,,,ฝี แผลพุพอง,,,,ว่านมหากาฬ,Gynura pseudochina,,,หัวใต้ดิน,,,,,,,,,,,,,,,,,,ตาพอกหรือฝนกับน้ำปูนใส ทาบริเวณที่เป็นฝีแผลพุพอง,,,
สมุนไพร,,,,แผลไฟไหม้ น้ำร้อนลวก,,,,ว่านหางจระเข้,Aloe barbadensis,,,วุ้นจากใบ,,,,,,,,,,,,,,,,,,เอาวุ้นใสมาพอกบริเวณแผลให้ชุ่มอยู่ตลอดเวลา ในชั่วโมงแรกต่อจากนั้นทาวันละ 3-4 ครั้ง จนกว่าแผลหาย,,,
สมุนไพร,,,,แผลไฟไหม้ น้ำร้อนลวก,,,,ว่านหางจระเข้,Aloe barbadensis,,,ยางดำ,,,,,,,,,,,,,,,,ถ่ายท้อง ถ่ายพิษไข้ถ่ายพยาธิไส้เดือน ตัวตืด ขับนาดีแต่ไซ้ท้อง ฝนกับสุราทาหัวฟิแก้อาการฟกบวม,,,,,
สมุนไพร,,,,โรคพยาธิลำไส้,,,,สะแก,Combretum quadrangulare,,ขับพยาธิไส้เดือนและเส้นด้าย เมล็ดแก่ 1 ช้อนโต๊ะ ตำให้ละเอียดทอดกับไข่ให้เด็กรับประทานตอนท้องว่าง,เมล็ดแก่,,,,,,,,,,,,,,,,,,ขับพยาธิไส้เดือนและเส้นด้าย เมล็ดแก่ 1 ช้อนโต๊ะ ตำให้ละเอียดทอดกับไข่ให้เด็กรับประทานตอนท้องว่าง,ห้ามรับประทานเกินกาหนด,,
สมุนไพร,,,,อาการเบื่ออาหาร,,,,สะเดา,Azadirachta indica,,ยอดและดอกสะเดาลวกหรือต้ม รับประทานร่วมกับน้ำปลาหวานจะช่วยเจริญอาหารได้,ยอดและดอกสะเดา,,,,,,,,,,,,,,,,,,ยอดและดอกสะเดาลวกหรือต้ม รับประทานร่วมกับน้ำปลาหวานจะช่วยเจริญอาหารได้,,,
สมุนไพร,,,,อาการขัดเบา,,,,สับปะรด,Ananas comosus,,ใช้เหง้าสด 200-250 กรัม ต้ม กับน้ำดื่มวันละ 3 ครั้ง ก่อนอาหาร ครั้งละ 1 ถ้วยชา,เหง้าทั้งสดและแห้ง,,,,,,,,,,,,,,,,,,ใช้เหง้าสด 200-250 กรัม ต้ม กับน้ำดื่มวันละ 3 ครั้ง ก่อนอาหาร ครั้งละ 1 ถ้วยชา,,,
สมุนไพร,,,,ท้องเสีย,,,,สีเสียดเหนือ,Acacia catechu,,แก้ท้องเดิน ใช้ผงครั้งละ 1/3-1/2 ช้อนชา ต้มเอาน้ำดื่ม,,,,,,,,,,,,,,,,,,มีสารแทนนินสูง มีฟทธิ์ฝาดสมาน ฆ่าเชื้อแบคทีเรีย,แก้ท้องเดิน ใช้ผงครั้งละ 1/3-1/2 ช้อนชา ต้มเอาน้ำดื่ม,,,
สมุนไพร,,,,อาการแพ้อักเสบจากแมลงกัดต่อย,,,,เสลดพังพอน,Barleria luputina,,ใช้ใบสด 1 กำมือ ตาใหล้ ะเอียด คั้น เอาน้ำทาบริเวณที่เป็ นหรือตาผสมเหล้าหรือแอลกอฮอล์,ใบสด,,,,,,,,,,,,,,,,,,ใช้ใบสด 1 กำมือ ตาใหล้ ะเอียด คั้น เอาน้ำทาบริเวณที่เป็ นหรือตาผสมเหล้าหรือแอลกอฮอล์,,,
สมุนไพร,,,,อาการขัดเบา,,,,หญ้าคา,Imperata cylindrica,,,รากสดหรือแห้ง,,,,,,,,,,,,,,,,อาการขัดเบา,,วันละ 1 กำมือ (สดหนัก 40-50 กรัม แห้งหนัก10-25 กรัม) หั่นเป็นชิ้นๆต้มกับน้ำรับประทาน ก่อนอาหารครั้งละ 1 ถ้วยชา,,,
สมุนไพร,,,,,,,●,หญ้าคา,Imperata cylindrica,,,ราก,●-,,,,●,,,,,,,,,,,ขับปัสสาวะ แก้ร้อนใน กระหายน้ำ บำรุงไตแก้ดีซ่าน,,วันละ 1 กำมือ (สดหนัก 40-50 กรัม แห้งหนัก10-25 กรัม) หั่นเป็นชิ้นๆต้มกับน้ำรับประทาน ก่อนอาหารครั้งละ 1 ถ้วยชา,,,
สมุนไพร,,,,,,,●,หญ้านาง,,,,ราก,●,,,,,●,,,,,,,,,,แก้ไข้ทุกชนิด,,,,,
สมุนไพร,,,,,,,●,หญ้านางแดง,,,,ราก,●,,,,,,,,,,,,,,,แก้ไข้พิษ อนพิษได้ดี,,,,,
สมุนไพร,,,,,,,●,หญ้าน้ำนมราชสีห์,,,,ทั้งต้น,,,,,,●,,,,,,,,,,บำรุงน้ำนม แก้ปัสสาวะเหลืองแดงขุ่น,,,,,
สมุนไพร,,,,,,,,หญ้าหนวดแมว,Orthosiphon aristatus,,,ใบ,,,,,,,,,,,,,,,,อาการขัดเบา,,แก้ขัดเบา เอาใบแห้ง 4 หยิบมือ ชงกับน้ำร้อน 750 ซีซี เหมือนชงชาดื่มวันละ 3 ขวด 3 ครั้งหลังอาหาร,คนเป็นโรคหัวใจห้ามรับประทาน (เพราะมีสารโปแตสเซียมมาก),,
สมุนไพร,,,,,,,●,หญ้าหนวดแมว,Orthosiphon aristatus,,,ทั้งต้น,,,,,,,,,,,,,,●,กร่อย,ขับปัสสาวะ ขับนิ่ว แก้กษัย แก้ปวดเมื่อยบั้นเอว,,แก้ขัดเบา เอาใบแห้ง 4 หยิบมือ ชงกับน้ำร้อน 750 ซีซี เหมือนชงชาดื่มวันละ 3 ขวด 3 ครั้งหลังอาหาร,คนเป็นโรคหัวใจห้ามรับประทาน (เพราะมีสารโปแตสเซียมมาก),,
สมุนไพร,,,,,,,●,หญ้าแห้วหมู,,,,หัว,,●,,,,,●,,,,,,,,ซ่า,บำรุงธาตุ เจริญอาหาร ขับลมในลำไส้ แก้ท้องข้น อืดเฟ้อ บำรุงครรภ์รักษา,,,,,
สมุนไพร,,,,ท้องอืด ท้องเฟ้อ และแน่นจุกเสียด,,,,แห้วหมู,Cyperus rutundus,,,หัวใต้ดิน,,,,,,,,,,,,,,,,มีฟทธิ์คลายการเกร็งตัวของกล้ามเนื้อเรียบ ช่วยขับปัสสาวะ,,ใช้หัวหนัก 15 กรัม ทุบให้แตกต้มเอาน้ำดื่ม หรือใช้หัวสดครั้งละ 5 หัว โขลกให้ละเอียดผสมน้ำผึ้งรับประทาน,,แห้วหมูมีน้ำมันหอมระเหย,
สมุนไพร,,,,อาการขัดเบา,,,,อ้อยแดง,Saccharum sinense,,วันละ 1 กำมือ (สดหนัก 70-90 กรัม แห้งหนัก30-40 กรัม) หนั่ เป็นชิ้นๆ ต้มกับน้ำรับประทานวันละ 2-3 ครั้ง ก่อนอาหาร ครั้งละ 1 ถ้วยชา,ลำต้นสดหรือแห้ง,,,,,,,,,,,,,,,,,,วันละ 1 กำมือ (สดหนัก 70-90 กรัม แห้งหนัก30-40 กรัม) หนั่ เป็นชิ้นๆ ต้มกับน้ำรับประทานวันละ 2-3 ครั้ง ก่อนอาหาร ครั้งละ 1 ถ้วยชา,,,
หัว เหง้า,,,,,,,,กระชาย,Boesenbergia rotunda (L) Mansf.,ZINGIBERACEAE,,หัััว,,●,,,,●,●,,●,,,,,,,กปากเปื่อย ปากแตก ขับสะดูขาว แก้ใจสั่น แก้ปวดมวนในท้อง แก้บิดมูกเลือด บำรุงกำลัง,,,,,
หัว เหง้า,,,,,,,,กระชาย,Boesenbergia rotunda (L) Mansf.,ZINGIBERACEAE,,ราก,,●,,,,●-,●,,,,,,,,,แก้กามตายด้าน กระชุ่มกระชวย (คล้ายโสมจีน),,,,,
หัว เหง้า,,,,,,,,กระชายดำ,Boesenbergia rotunda (L) Mansf.,ZINGIBERACEAE,,หัว,,●,,,,●,●,,●,,,,,,,ปากเปื่อย ปากแตก ขับสะดูขาว แก้ใจสั่น แก้ปวดมวนในท้อง แก้บิดมูกเลือด บำรุงกำลัง,,,,,
หัว เหง้า,,,,,,,,กระชายดำ,Boesenbergia rotunda (L) Mansf.,ZINGIBERACEAE,,ราก,,●,,,,●-,●,,,,,,,,,ยาอายุวัฒนะ ช่วยชะลอดวามแก่ มีคุณค่าทางคงกระพันชาตรี,,,,,
หัว เหง้า,,,,,,,,กระชาแดง,Boesenbergia rotunda (L) Mansf.,ZINGIBERACEAE,,หัว,,●,,,,●,●,,●,,,,,,,กปากเปื่อย ปากแตก ขับสะดูขาว แก้ใจสั่น แก้ปวดมวนในท้อง แก้บิดมูกเลือด บำรุงกำลัง,,,,,
หัว เหง้า,,,,,,,,กระชาแดง,Boesenbergia rotunda (L) Mansf.,ZINGIBERACEAE,,ราก,,●,,,,●-,●,,,,,,,,,ยาอายุวัฒนะบำรุงกำหนัด แก้กามตายด้าน ทำให้ร่างกายกระชุมกระช่วย ช่วยป้องกันโรคหลอดเลือดแข็งตัว,,,,,
หัว เหง้า,,,,,,,,กระชายผีมด,,,,หัว,●,,,,,,,,,,,,●,,,บำรุงหัวใจ ขับชีพจร ขับพยาธิในท้อง แก้พิษในข้อกระดูก แก้เม็ดประดง,,,,,
หัว เหง้า,,,,,,,,กระชายผีมด,,,,ใบ,,,,,,●-,●,,,,,,,,,ยาเย็นไม่มีพิษ ออกฤทธิ์ต่อหัวใจและปอด ใช้เป็นยาช่วยขับผิดร้อนถอนพิษไข้ ใช้ตำเป็นยาพอกศีรษะลดไข้ เป็นยารักษาโรคทางเดินปัสสาวะที่ติดเชื้อ ช่วยลดอาการบวมน้ำ,,,,,
หัว เหง้า,,,,,,,,กระชายผีมด,,,,ต้น,,,,,,●-,●,,,,,,,,,,,,,,
หัว เหง้า,,,,,,,,กระชายผีมด,,,,ราก,,,,,,●-,●,,,,,,,,,,,,,,
ต้น,,,,,,,,กรวยตีป,Musa X paradisiaca L. (ABB group),Tib-Ta-Nod,เป็นโมล้มสก ลูกผสมระหว่างกล้วยป่าก้บกล้วยตานี,ใบ,,,,●,,,,,,,,●,,,,แก้ริดสีดวงจมูก แก้ผื่นคันตามผิวหนัง,,เป็นโมล้มสก ลูกผสมระหว่างกล้วยป่าก้บกล้วยตานี,,,
ต้น,,,,,,,,กรวยตีป,Musa X paradisiaca L. (ABB group),Tib-Ta-Nod,เป็นโมล้มสก,ราก,●,,,●,,,,,,,,,,,,แก้ไข้ท้องเสีย(ใข้รากสาด) แก้ร้อนในกระหายน้ำ,,ลูกผสมระหว่างกล้วยป่าก้บกล้วยตานี,,,
ต้น,,,,,,,,กรวยป่า,Casearia grewiifolia Vent. var. Grewiifolia,FLACOURTIACEAE,,ใบ,,,,,,,,,,,,●,,,,แก้พิษกาฬ แก้โรคผิวหนังผื่นคัน แก้ริดสีดวงจมูก,,,,,
ต้น,,,,,,,,กรวยป่า,Casearia grewiifolia Vent. var. Grewiifolia,FLACOURTIACEAE,,ดอก,●,,,,,,,,,,,●,,,,แก้พิษกาฬ พิดไข้,,,,,
ต้น,,,,,,,,กรวยป่า,Casearia grewiifolia Vent. var. Grewiifolia,FLACOURTIACEAE,,เมล็ด,●,,,,,,,,,,,●,,,,แก้ริดสีดวงจมูก,,,,,
ต้น,,,,,,,,คูณ,Cassia fistula L.,"GOLDEN SHOWER , INDIAN LABURNUM",ไม้ยืนด้น,ดอก,,,,,,●,,,,,●,,,,,แก้ไข้ เป็นยาระบาย,,,,ใบเป็นช่อประกอบด้วยใบย่อย 3-8 คู่ รูปใช่แกมขอบขนาน,
ต้น,,,,,,,,กระแจะ,Naringi crenulata (Roxb.) Nicolson,RUTACEAE,,ผล,,,●,,,,,●,,,,,,,,บำรุงร่างกาย,,,,,
ต้น,,,,,,,,กระแจะ,Naringi crenulata (Roxb.) Nicolson,RUTACEAE,,เนื้อโม้,●,,,,,,,,,,,,,●,,แก้กษัย แก้หิตพิการ ดับพิษร้อน,,,,,
ต้น,,,,,,,,กระแจะ,Naringi crenulata (Roxb.) Nicolson,RUTACEAE,,เปลือกต้น,,,●,,,,,,,,,,,,,บำรุงดวงจิต ขับผายลม แก้ไข,,,,,
ต้น,,,,,,,,กระเชา,Holoptelea integrifotia Planch.,Indian Elm,,เปลือกต้น,,,,,,,,,,,,●,,,,แก้โรคผิวหนัง แก้ปวดข้อ,,,,,
ต้น,,,,,,,●,กระดอม,,,,ลูก,,,,,,●,,,,,,,,,,บำรุงน้ำดี แก้ดีแห้งดีฝ่อ ดีเดือด เจริญอาหาร ทำให้โลหิตเย็น,,,,,
ต้น,,,,,,,,กระดังงาไทย,Cananga odorata (Lam.) Hook.f . & Thomson var. Odorata,"YLANG-YLANG, KENANGA",,น้ำมันที่กลั่นออกจากดอก,,,,,,,,,,,,,,,,ใช้ปรุงเป็นเครื่องสำอาง,,,,,
ต้น,,,,,,,,กระดังงาไทย,Cananga odorata (Lam.) Hook.f . & Thomson var. Odorata,"YLANG-YLANG, KENANGA",,ต้น,,,,,,,,,,,,,,,เฝื่อน,ขับปัสสาวะ ปัสสาวะพิการ,,,,,
ต้น,,,,,,,,กระดังงาไทย,Cananga odorata (Lam.) Hook.f . & Thomson var. Odorata,"YLANG-YLANG, KENANGA",,กิ่ง,,,,,,,,,,,,,,,เฝื่อน,ขับปัสสาวะ ปัสสาวะพิการ,,,,,
ต้น,,,,,,,,กระดังงาไทย,Cananga odorata (Lam.) Hook.f . & Thomson var. Odorata,"YLANG-YLANG, KENANGA",,ต้าน,,,,,,,,,,,,,,,เฝื่อน,ขับปัสสาวะ ปัสสาวะพิการ,,,,,
ต้น,,,,,,,,กระดังงาไทย,Cananga odorata (Lam.) Hook.f . & Thomson var. Odorata,"YLANG-YLANG, KENANGA",,ใบ,,,,,,,,,,,,,,,เฝื่อน,ขับปัสสาวะ ปัสสาวะพิการ,,,,,
ต้น,,,,,●,,,กระดังงาไทย,Cananga odorata (Lam.) Hook.f . & Thomson var. Odorata,"YLANG-YLANG, KENANGA",,ดอก,,,●,,,,,,●,,,,,,,บำรุงโลหิต บำรุงธาตุ บำรุงหัวใจ,,,,,
ต้น,,,,,,,,กระโดงแดง,Bheso robusta (Roxb.) Ding Hou,Celastraceae,,ใบ,,,,,,●,,,,,,●,,,,ระงบประสาท แก้ปวดเมื่อยตามร่างกาย ทำให้นอนหลับสบาย,,,,,
ต้น,,,,,,,,กระตังบาย,"Leea indica (Burm. f.) Merr., L. rubra Blume, L. guineensis G. Don",Common tree-vine,,ราก,,,,,,,,,,,,●,,,,แก้ไข้ ขับเหงื่อ แก้ปวดเมื่อยตามร่างกาย,,,,,
ต้น,,,,,,,,กระถิน,Acacia glauca Moench. Leucaena glauca Benth.,"WHITE POPINAC, WILD TAMARIND",,ใบเละเมห็ด,,,,●,,,,●,,,,,,,,ใช้แก้โรคเฆาหวาน ความดันโฟิหิดสูง ช่วย1ให้นาตาฟิแสะระดับคอเรฟิเดอรอฟิลดฟิง,,,,,
ต้น,,,,,,,,กระถิน,Acacia glauca Moench. Leucaena glauca Benth.,"WHITE POPINAC, WILD TAMARIND",,ดอก,,,,,,,,●,,,,,,,,บำรุงตับ แก้เกล็ดกระดี่ซันตา,,,,,
ต้น,,,,,,,,กระถิน,Acacia glauca Moench. Leucaena glauca Benth.,"WHITE POPINAC, WILD TAMARIND",,ราก,,,,,,,,,,,,,,●,เฝื่อน,ขับระดูขาว ขับผายฟิม เป็นยาอายุวัฒนะ,,,,,
ต้น,,,,,,,,กระถินพิมาน,"Acacia chrysocoma Miq., Mimosa tomentosa Rottl.",LEGUMINOSAE,,เห็ด,,,,,,,,,,,,●,●,,,แก้ปวดฟิในหู แก้เริม งูสวัด ผสมตัวยาอื่นแก้ไข้พิษ ไข้กาฬ,,,,,
ต้น,,,,,,,,กระถินพิมาน,"Acacia chrysocoma Miq., Mimosa tomentosa Rottl.",LEGUMINOSAE,,ราก,,,,●,,,,,,,,,,,เฝื่อน,แก้พิษสัตว์กัดต่อย,,,,,
ต้น,,,,,,,,กระท้อนป่า,Sandoricum koetjape (Burm.f.) Merr.,Meliaceae,,ราก (สุม),●,,,●,,,,,,,,,,,,ดับพิษร้อน ถอนพิษไข้ แก้ไข้รากสาด แก้บิด ใช้ผสมยามหานิล ยามหากาฬ,,,,,
ต้น,,,,,,,,กระท่อม,Mitragyna speciosa Korth .,Kratom,,ใบ,,,,,,●,,,,,,●,,,เฝื่อน,แก้ปวดท้อง แก้บิด ปวดเบ่ง ท้องร่วงลง แก้ปวดเมื่อยตาม ร่างกาย รับประทานทำให้เมา อาเจียน คอแห้ง,,,,,
ต้น,,,,,,,,กระทิง,,,ขยำแช่นํ้าสะอาดล้างตา,ใบ,●,,,,,,,,,,,●,,,,แก้ตาแดง ตาฝัา ตามัว,,ขยำแช่นํ้าสะอาดล้างตา,,,
ต้น,,,,,,,,กระทิง,,,,น้ำมันจากเมล็ด,,●,,,,,,,,,,,,,,ทาถูนวด แก้ปวดข้อ แก้เคล็ดขัดยอก,,,,,
ต้น,,,,,,,,กระทิง,,,,ดอก,●,,,,,,,,●,,,,,,,บำรุงหัวใจ,,,,,
ต้น,,,,,,,,กระทุ่ม,Anthocephalus cadamba Miq.,WILD CINCHONA,,ใบ,,,,,,●,,,,,,●,,,เฝื่อน,แก้ท้องร่วง แก้ปวดมวนในท้อง,,,,,
ต้น,,,,,●,,,กระบือ7ตัว,"Antidesma bicolor Hassk., Excoecaria bicolor Zoll. ex Hassk",EUPHORBIACEAE,ไม้พุ่มเล็ก,ใบ,,●,,,,,,,,,,,,,,ขับน้ำคาวปลา ตำผสมเหล้าขาวดี่ม แก้สันนิบาตหน้า เพลิง ขับเลือดหลังการคลอดบุตร,,ไม้พุ่มเล็ก,,,
ต้น,,,,,,,,กระแบก(ตะแบก),Lagerstroemia floribunda Jack ex Blume,LYTHRACEAE,,เปลือกต้น,,,,●,,,,,,,,,,,,คุมธาตุ แก้ท้องร่วง สมานแผล,,,,,
ต้น,,,,,,,●,กระพังโหม,,ตดหมูตดหมา,,เถา,,,,,,●,,,,,,,,,,แก้ตัวร้อน เจริญอาหาร ขับพยาธิ ขับลม,,,,,
ต้น,,,,,,,●,กระพังโหม,,ตดหมูตดหมา,,ใบ,,,,,,●,,,,,,,,,กลิ่งเหม็น,แก้ตัวร้อน เจริญอาหาร ขับพยาธิ ขับลม,,ฉีกใบมาดมจะเหม็นเหมือนตด,,,
ต้น,,,,,,,,กระพี้เขาควาย,Dalbergia fusca pierre,LEGUMINOSAE {FABACEAE) - PAPILIONOIDEAE,,เนื้อไม้,●,,,,,,,,,,,,,●,,แก้พิษไข้กลับซ้ำ ถอนพิษไข้ ถอนพิษผิดสำแดง แก้ร้อนใน,,,,,
ต้น,,,,,,,,กระเพราทั้ง2,"Ocimum sanctum L., Ocimum tenuifforum L.","HOLY BASIL , THAI BASIL",,ใช้ทั้ง 5,,●,,,,,●,,,,,,,,,บำรุงธาตุ แก้ปวดท้อง ขับผาย ลมแก้ท้องอืดเฟ้อ,,,,,
ต้น,,,,,,,,กรัก (แก่นขนุนละมุด),Artocarpus heterophyllus Lam.,Jack fruit tree,,แก่น,,,,,●,●,,,,,,,,,ชุ่ม,บำรุงกำดัง บำรุงโลหิต สมานแผล,,,,,
